Cell_ID,Sample,x,y,Cell_Type
mouse2_slice229-115257375072504428502807171193282905563,mouse2_slice229,-5347.34195971265,-1076.3815260902,Oligo
mouse2_slice229-115502730680456385313045599411522504666,mouse2_slice229,-5080.51681195199,-1371.7875295952,L4/5 IT
mouse2_slice229-115541728254187523536307191448121401616,mouse2_slice229,-6481.45880521834,-1233.0815031305,L5/6 NP
mouse2_slice229-115665217344159893170974652689490198723,mouse2_slice229,-6455.52730608732,-1029.94352764636,L4/5 IT
mouse2_slice229-115675800715234050920341053156061468337,mouse2_slice229,-4604.69505779073,-1311.52700050175,OPC
mouse2_slice229-11577981274571219810930846483814747316,mouse2_slice229,-6542.36180987954,-1551.06403028965,L6 CT
mouse2_slice229-115787119111928347884477999432536205732,mouse2_slice229,-4772.84488385804,-1342.92653056234,L2/3 IT
mouse2_slice229-115838049649299114723431187073432861606,mouse2_slice229,-6150.28230961412,-1884.07650142163,Endo
mouse2_slice229-115846055929347889699047099223615516415,mouse2_slice229,-4891.00680489838,-2420.17840590328,L6b
mouse2_slice229-115861910167664144481769297412536174783,mouse2_slice229,-6206.38223273419,-886.512326340005,L2/3 IT
mouse2_slice229-115895248133213054330562520749688414198,mouse2_slice229,-6335.20081011951,-1856.84300233424,L6 CT
mouse2_slice229-116011788453815404607263971482884770116,mouse2_slice229,-4997.91380801797,-1313.2951815553,Pvalb
mouse2_slice229-116118278428809070365817133705449981052,mouse2_slice229,-4906.49713608138,-2149.54193092994,L6 IT
mouse2_slice229-116146245182068181856833772221347432149,mouse2_slice229,-4955.05630945414,-1632.22202757001,L4/5 IT
mouse2_slice229-116183522222731423761405983950826670178,mouse2_slice229,-6506.33981108665,-716.689274739474,Endo
mouse2_slice229-116227771685036894727159435524379937469,mouse2_slice229,-6629.81280694902,-835.360003054142,L2/3 IT
mouse2_slice229-116248362707682408618563178158332024246,mouse2_slice229,-5434.04430680722,-2043.60600277781,Micro
mouse2_slice229-116358934708585263240878102190089588522,mouse2_slice229,-6527.29116038457,-1804.38325409219,L6 CT
mouse2_slice229-116366156675254087017801209609281856058,mouse2_slice229,-6282.84956187382,-1521.02927459404,L6 IT
mouse2_slice229-116372471844121391186421966296399325392,mouse2_slice229,-5739.1013849888,-624.089952842519,VLMC
mouse2_slice229-116430234720925916815001634457538143629,mouse2_slice229,-6106.77381107211,-1570.37702964246,L6 IT
mouse2_slice229-116450674025104971537362489442359596754,mouse2_slice229,-5767.09980905056,-2105.23400071263,Oligo
mouse2_slice229-116562874735638482197918823255084532526,mouse2_slice229,-6358.96773432307,-1165.7084303882,L5 IT
mouse2_slice229-116584774806633949101565449861847462517,mouse2_slice229,-5714.2494608216,-1620.94345294796,L5/6 NP
mouse2_slice229-11665565337644644690495565998194507625,mouse2_slice229,-5240.98830657452,-2020.92950353771,Astro
mouse2_slice229-116665763077839058195175917788920566156,mouse2_slice229,-6352.56080953777,-1005.42252846807,L4/5 IT
mouse2_slice229-116689743005186212630103592619313068209,mouse2_slice229,-5957.97495935634,-1531.10003095865,Astro
mouse2_slice229-116694292580792601733717624467120652705,mouse2_slice229,-5679.10631199926,-1227.2116533272,L4/5 IT
mouse2_slice229-11679450897786763938631697576941630730,mouse2_slice229,-5656.12405606732,-2090.69500119984,Endo
mouse2_slice229-116850977896369570512766332119466384409,mouse2_slice229,-6136.28581008315,-1699.3835253194,L6 IT
mouse2_slice229-116852313171263861740509796587304183140,mouse2_slice229,-5238.76405664906,-1107.30402505398,L2/3 IT
mouse2_slice229-116913228111731949538726641736157764920,mouse2_slice229,-5129.34181031585,-1713.08050715178,L5 IT
mouse2_slice229-116978782249894880606373014037632137559,mouse2_slice229,-4860.19280593097,-2095.04585105404,Sst
mouse2_slice229-117031708303700575734784168971697719190,mouse2_slice229,-5660.50745592043,-673.294701193646,Micro
mouse2_slice229-117371377185722395255255175102459717613,mouse2_slice229,-5647.66105635092,-942.611880572885,Astro
mouse2_slice229-117465326053594319465067651414884886102,mouse2_slice229,-5942.14480988681,-1438.73202735186,L5 IT
mouse2_slice229-117492427721973366782617770685220497058,mouse2_slice229,-5445.21980643272,-1819.4647535868,Astro
mouse2_slice229-117514553354717033141317486878973643109,mouse2_slice229,-6530.64381027222,-1691.62577557936,L6 CT
mouse2_slice229-117566462817985855026097878005701925496,mouse2_slice229,-6172.52480886877,-1797.92750430852,Endo
mouse2_slice229-117809139942897462986829757483538074030,mouse2_slice229,-5118.76848567016,-1483.21702586114,L4/5 IT
mouse2_slice229-117840549180855521951483728961973124810,mouse2_slice229,-6160.26430927962,-1181.53857985772,L4/5 IT
mouse2_slice229-117893105430642220764422050379017476695,mouse2_slice229,-5155.70730943233,-2231.02000319958,L6 CT
mouse2_slice229-118032265277912699444351036971671694071,mouse2_slice229,-5705.96006109938,-829.446753252298,L2/3 IT
mouse2_slice229-118052287968039459892855720629541420844,mouse2_slice229,-6229.27573196702,-1950.13325591013,OPC
mouse2_slice229-118064673077750107307496007717253617736,mouse2_slice229,-4485.29081179202,-1332.34778091684,L2/3 IT
mouse2_slice229-118103073931840422937895135461461743802,mouse2_slice229,-6292.61456154659,-883.53400143981,L2/3 IT
mouse2_slice229-118158102083569583491907462761903469449,mouse2_slice229,-4679.62515527979,-1044.69952715188,Astro
mouse2_slice229-118262592658803498393320079099246041722,mouse2_slice229,-5933.89881016314,-1803.135504134,L6 CT
mouse2_slice229-118324369099998510743963484413319039231,mouse2_slice229,-5683.19480516016,-1820.92950353771,L6 IT
mouse2_slice229-118327257905868381102162027288284456409,mouse2_slice229,-5670.38095558956,-2005.19700406492,L6 CT
mouse2_slice229-118328371897209604174851200081505270665,mouse2_slice229,-6471.03195556775,-823.316503457725,L2/3 IT
mouse2_slice229-118361614470850360746601159480448270941,mouse2_slice229,-5409.41480763257,-2035.78857803978,L6 IT
mouse2_slice229-118398664234193303226801616756012895000,mouse2_slice229,-4548.11230968684,-1487.55702571571,OPC
mouse2_slice229-118407130997477821408878487779220201296,mouse2_slice229,-4892.30880485475,-1639.92552731186,L4/5 IT
mouse2_slice229-118504770076610380697415550079770671225,mouse2_slice229,-4686.58196174875,-951.06403028965,VLMC
mouse2_slice229-118537339812475971573182146457770288793,mouse2_slice229,-4979.78345862552,-2296.12000101805,Peri
mouse2_slice229-118607324913251419717003471357717251978,mouse2_slice229,-6179.6858086288,-754.961505748332,Astro
mouse2_slice229-118612713742256022708142788346603103575,mouse2_slice229,-4999.21580797434,-1935.43150640279,L6 CT
mouse2_slice229-118623163107475456216485499743616935404,mouse2_slice229,-4732.82466019914,-1664.88052647561,L4/5 IT
mouse2_slice229-118630600991114947465839785663947376717,mouse2_slice229,-6135.85181009769,-1827.54800331593,L6 CT
mouse2_slice229-118637808028843541379400232625729931911,mouse2_slice229,-6267.46230568737,-1198.24215429798,L5 IT
mouse2_slice229-11873232463158879011500688280969036176,mouse2_slice229,-6443.80930647999,-1448.07387703881,L5 IT
mouse2_slice229-118737960825438079297212159714662194559,mouse2_slice229,-6301.88588623591,-1182.73750481755,Endo
mouse2_slice229-118779095376267262339674347591701664136,mouse2_slice229,-5141.38530991226,-1851.29865252003,Astro
mouse2_slice229-118873503670882601951320118809712962624,mouse2_slice229,-5043.15830650181,-2500.62572820745,Astro
mouse2_slice229-118887550969041777040750396170506276659,mouse2_slice229,-5970.72913392894,-1671.49902625382,Oligo
mouse2_slice229-119084590786689283096562162697597386988,mouse2_slice229,-5648.04080633819,-2032.85365313813,L6 CT
mouse2_slice229-119129583013080036420893116132213285516,mouse2_slice229,-6642.50730652362,-1575.91052945703,L6 CT
mouse2_slice229-11917351507114007733403512594267871626,mouse2_slice229,-4620.15630727261,-1329.57560600974,Endo
mouse2_slice229-119234739913195857439347148297812173571,mouse2_slice229,-6257.6973060146,-1997.71050431579,Oligo
mouse2_slice229-119255035234844119320795985806864037311,mouse2_slice229,-4768.1251340162,-1253.36557745077,L2/3 IT
mouse2_slice229-119318845738703880689157430296655801055,mouse2_slice229,-5625.80373208337,-2256.30050235242,other
mouse2_slice229-119339050624981901496245371034305463071,mouse2_slice229,-5598.99880798161,-1281.13615152016,L4/5 IT
mouse2_slice229-119407543309646170515042201782766945681,mouse2_slice229,-5795.25013310723,-862.647752139717,Lamp5
mouse2_slice229-119509914672410126891902291682125993412,mouse2_slice229,-6142.14480988681,-1205.69067904837,Astro
mouse2_slice229-119511493389899618958957360827416229645,mouse2_slice229,-5876.34845538959,-834.177353093773,L2/3 IT
mouse2_slice229-119561665099796061528965721921511714279,mouse2_slice229,-5319.34896065071,-1985.39575472847,L6 CT
mouse2_slice229-11956585879824727479206284742163247018,mouse2_slice229,-6159.55905930325,-1642.85502721369,L5/6 NP
mouse2_slice229-119701499611689444720000984260753593137,mouse2_slice229,-5340.28945994899,-1500.58787527904,Astro
mouse2_slice229-119744442925206403743127998060235371655,mouse2_slice229,-5234.46745679304,-2235.52817804851,L6b
mouse2_slice229-119806738396721336301752272396647427518,mouse2_slice229,-6356.79230939597,-1632.98152754456,L5/6 NP
mouse2_slice229-119865485605818735666503612481229271561,mouse2_slice229,-6102.748461207,-1052.94552687556,L4/5 IT
mouse2_slice229-119921134669322449667951070082218670952,mouse2_slice229,-5562.27155921236,-781.978004842997,Astro
mouse2_slice229-119956287088824035655068479390611702103,mouse2_slice229,-6180.45073360316,-1987.51150465757,Oligo
mouse2_slice229-120202826930052370689560943332623063465,mouse2_slice229,-6578.81780865788,-1667.03967640325,L6 CT
mouse2_slice229-120259800732076733143053181502581239559,mouse2_slice229,-5978.72015866116,-1071.06502626836,L2/3 IT
mouse2_slice229-12039749594394460944450230623208156693,mouse2_slice229,-5163.51930917054,-1573.30652954429,Peri
mouse2_slice229-120458170704823718195053081808837299428,mouse2_slice229,-5766.29148407765,-1787.72850465029,L6 IT
mouse2_slice229-120503041690408713293185336858255645566,mouse2_slice229,-5115.83356076851,-1175.3649300646,SMC
mouse2_slice229-120539926015102694145983659801921899323,mouse2_slice229,-5157.12323438488,-773.612655123323,VLMC
mouse2_slice229-120550156799832834502526662659602439166,mouse2_slice229,-5848.25780633092,-2018.75950361043,L6 CT
mouse2_slice229-120643894279687106514315867959893203356,mouse2_slice229,-4820.48180726171,-2096.33700101078,L6 CT
mouse2_slice229-120713597224591755931285926920137435849,mouse2_slice229,-4691.58381158113,-1084.62752581388,L2/3 IT
mouse2_slice229-12077535062453881423099734593178663304,mouse2_slice229,-6356.35830941051,-1922.63935683146,Oligo
mouse2_slice229-120992800553262878782210028736974809310,mouse2_slice229,-5004.09830781072,-2446.86940500885,Peri
mouse2_slice229-121079011154591976185113903534890366568,mouse2_slice229,-6135.75416010097,-1362.9990298897,L5 ET
mouse2_slice229-12119474867493447197814298914258835276,mouse2_slice229,-5728.47381034493,-1369.40052967519,L5 IT
mouse2_slice229-1213405012891209703903784945858328828,mouse2_slice229,-5441.20530656725,-970.811029627919,PVM
mouse2_slice229-121527290036402979172093269505627190016,mouse2_slice229,-6599.3243079707,-1022.40277789906,L4/5 IT
mouse2_slice229-121575866036927202873187559595896508649,mouse2_slice229,-4733.79031016678,-1106.76152507216,L2/3 IT
mouse2_slice229-121607843511470961430518729967189455792,mouse2_slice229,-6136.81746006533,-637.321527399123,Astro
mouse2_slice229-121617205415729216241924513088760904599,mouse2_slice229,-5954.94780945778,-1796.95100434124,L6 CT
mouse2_slice229-121627529881261188615072047876462964539,mouse2_slice229,-5822.75488218553,-1273.98600175977,Peri
mouse2_slice229-121698144757331230620229571466894093536,mouse2_slice229,-5553.54815950468,-1712.86350715905,L5 IT
mouse2_slice229-121946143396128903553477775692364292739,mouse2_slice229,-4894.30716148987,-1664.33802649379,L4/5 IT
mouse2_slice229-12206969286640485347845196158799141079,mouse2_slice229,-6073.64680548012,-1496.56252541393,L5 IT
mouse2_slice229-122104401127204103196832609055174168436,mouse2_slice229,-5256.1783060655,-1388.06252904981,L4/5 IT
mouse2_slice229-122130852053087673072452737540984955531,mouse2_slice229,-5071.85655554011,-1813.38875379041,SMC
mouse2_slice229-122174262030720260034993987984727422159,mouse2_slice229,-6263.88723080717,-1742.48400616646,L6 CT
mouse2_slice229-122266162897155420469387805899298206691,mouse2_slice229,-6333.68181017041,-1721.86900685728,OPC
mouse2_slice229-122299131136357507379499389776936067055,mouse2_slice229,-6071.92165553793,-1449.36502699554,L5 IT
mouse2_slice229-122313631520338946073300727697015151472,mouse2_slice229,-5004.91205778345,-2146.8185810212,L6 IT
mouse2_slice229-122417933125353287707216598736832451643,mouse2_slice229,-5397.46895803288,-1006.72452842444,L2/3 IT
mouse2_slice229-122488504671014673820376878089095508705,mouse2_slice229,-5684.06280513108,-636.93635241203,VLMC
mouse2_slice229-122536877032904878358082322794609118884,mouse2_slice229,-6452.48930618912,-1090.81202560663,Endo
mouse2_slice229-122572563035782670587315147648267852697,mouse2_slice229,-5047.93230634183,-2078.33685161397,Micro
mouse2_slice229-122593061840010716385680730993715497376,mouse2_slice229,-6670.28330559283,-1460.54052662104,L6 CT
mouse2_slice229-122659420181366902522084725292653598077,mouse2_slice229,-6574.80330879241,-2119.5560002327,Oligo
mouse2_slice229-122708278772785343932449078443345118735,mouse2_slice229,-4906.12281109393,-2391.1004068777,L6 IT
mouse2_slice229-122737361548609545952813564387573857500,mouse2_slice229,-6537.85906003043,-849.725402572751,L2/3 IT
mouse2_slice229-122782971881988354184095556527709932595,mouse2_slice229,-5445.99015640691,-1029.72652765363,L2/3 IT
mouse2_slice229-122806139927068406054336936764991057729,mouse2_slice229,-4688.6543116793,-1736.13675637916,PVM
mouse2_slice229-122823289349333268604373710595584159984,mouse2_slice229,-6167.1106590502,-769.554755259305,Vip
mouse2_slice229-122899990181842121745411751848197634407,mouse2_slice229,-6337.80481003225,-1609.32852833718,OPC
mouse2_slice229-122953379686208942662954038915771294164,mouse2_slice229,-6460.95230590552,-1814.74500374496,L6b
mouse2_slice229-123043695719457571963725931700628008229,mouse2_slice229,-6223.57405715808,-1771.3992551975,Endo
mouse2_slice229-123046723740587428787893784979215544402,mouse2_slice229,-6457.03545603678,-1051.75202691555,SMC
mouse2_slice229-123062202713922483320594242434185328440,mouse2_slice229,-4961.44695923999,-1278.98785159215,L2/3 IT
mouse2_slice229-123067597517604148918034841865856991476,mouse2_slice229,-5338.99830999225,-2141.19285620973,L6 IT
mouse2_slice229-123119058054292318589170468230801172933,mouse2_slice229,-6689.59630494565,-2105.12550071627,Oligo
mouse2_slice229-123265866705127544831630071524971305905,mouse2_slice229,-5207.40213270001,-1037.09367740676,L2/3 IT
mouse2_slice229-123266478293545297783376031619748795185,mouse2_slice229,-6253.24880616367,-544.228530518711,VLMC
mouse2_slice229-123285469478830125633625610260032476323,mouse2_slice229,-5985.4363084361,-592.294028908014,VLMC
mouse2_slice229-123386792780462271623055152525079865473,mouse2_slice229,-4922.51716054454,-1662.16802656651,Micro
mouse2_slice229-123449319762241220462810051735643674924,mouse2_slice229,-5430.67538192011,-1948.99400594831,L6 CT
mouse2_slice229-123495815642853435731727421569536787522,mouse2_slice229,-4717.84081070125,-1960.16950557381,L5 ET
mouse2_slice229-123523625501329221711240261106064690174,mouse2_slice229,-5107.75031103939,-2020.33275355771,L5 IT
mouse2_slice229-123538757172822804375331332759775717878,mouse2_slice229,-5055.52730608732,-1010.36470330246,L2/3 IT
mouse2_slice229-123563572082320795076628859599743974039,mouse2_slice229,-6519.34896065071,-1292.6480011344,Astro
mouse2_slice229-123613775717970356637434166546381781793,mouse2_slice229,-4823.73680715263,-1244.04000276327,Astro
mouse2_slice229-12371633636636090770035504195219095152,mouse2_slice229,-5599.96988294907,-1543.14353055507,L5 ET
mouse2_slice229-12372353902943070727670295856965102684,mouse2_slice229,-5928.74506033584,-870.888326863572,L2/3 IT
mouse2_slice229-123728941506949543885220167234579222991,mouse2_slice229,-5453.4658061564,-1189.80085458085,Lamp5
mouse2_slice229-123738450554136650035416673253007650179,mouse2_slice229,-4696.46631141752,-2231.5625031814,L6 CT
mouse2_slice229-123814025777623863442668073012986212579,mouse2_slice229,-5632.31915686503,-1906.90685735866,L6 CT
mouse2_slice229-123973535705883408436935002554132836659,mouse2_slice229,-5568.84665899202,-824.672753412277,L2/3 IT
